mode,singular_value,energy_fraction,cumulative_energy
1,2124.468014607968,0.9801806964867213,0.9801806964867213
2,299.0432740589835,0.019421100222724447,0.9996017967094458
3,42.64089919964841,0.0003948739284735592,0.9999966706379194
4,3.9154135426941834,3.3293620807033024e-06,1.0000000000000002
