time_s,L_theta_20_m,L_theta_40_m,L_theta_60_m
0.03966666666666667,0.0005323669174060426,0.0004806679161097049,0.00038833197671313534
0.04000000000000001,0.0005345990736002047,0.0004826833040521171,0.000389960210171809
0.04033333333333334,0.0005368219483590272,0.0004846903118941937,0.0003915816733410181
0.04066666666666667,0.0005390356565068465,0.00048668904330949656,0.00039319644997871245
0.04100000000000001,0.0005412403105197838,0.0004886795998514111,0.00039480462212994983
0.04133333333333334,0.0005434360205924309,0.0004906620810133564,0.0003964062701755395
0.04166666666666667,0.0005456228947021211,0.0004926365842868145,0.00039800147287892437
0.042,0.0005478010386708909,0.0004946032052172751,0.0003995903074313784
0.04233333333333334,0.0005499705562252328,0.0004965620374581853,0.00040117284949559316
0.04266666666666667,0.0005521315490537349,0.0004985131728229922,0.0004027491732477228
0.043000000000000003,0.0005542841168626987,0.000500456701335359,0.0004043193514179535
0.04333333333333334,0.0005564283574298193,0.0005023927112776329,0.00040588345532966097
0.04366666666666667,0.000558564366656012,0.0005043212892376378,0.0004074415549372146
0.044000000000000004,0.0005606922386154607,0.000506242520153864,0.0004089937188624852
0.044333333333333336,0.000562812065603965,0.0005081564873591182,0.0004105400144301112
0.044666666666666674,0.0005649239381856524,0.000510063272622701,0.0004120805077015731
0.045000000000000005,0.0005670279452381265,0.0005119629561911702,0.0004136152635081261
0.04533333333333334,0.0005691241739961119,0.000513855616827747,0.00041514434548263685
0.045666666666666675,0.0005712127100936582,0.0005157413318504215,0.0004166678160903687
0.046000000000000006,0.0005732936376049595,0.0005176201771688086,0.00041818573665875744
0.04633333333333334,0.0005753670390838457,0.0005194922273198041,0.00041969816740621826
0.046666666666666676,0.0005774329956019977,0.0005213575555020885,0.00042120516747002094
0.04700000000000001,0.0005794915867859356,0.0005232162336095236,0.00042270679493327135
0.04733333333333334,0.00058154289085283,0.0005250683322634852,0.0004242031068510331
0.04766666666666667,0.0005835869846451782,0.0005269139208441735,0.00042569415927562286
0.04800000000000001,0.0005856239436643933,0.0005287530675209386,0.00042718000728111065
0.04833333333333334,0.0005876538421033436,0.0005305858392816609,0.00042866070498705623
0.04866666666666667,0.0005896767528778852,0.0005324123019612213,0.0004301363055815103
0.04900000000000001,0.0005916927476574235,0.000534232520269095,0.0004316068613433072
0.04933333333333334,0.0005937018968945411,0.0005360465578161017,0.00043307242366367674
0.04966666666666667,0.0005957042698537265,0.0005378544771403445,0.00043453304306720044
0.05000000000000001,0.0005976999346392354,0.0005396563397323668,0.00043598876923213497
0.05033333333333334,0.0005996889582221197,0.0005414522060595542,0.0004374396510101275
0.05066666666666667,0.0006016714064664501,0.0005432421355898125,0.0004388857364453446
0.051000000000000004,0.0006036473441547649,0.0005450261868145442,0.00044032707279303507
0.05133333333333334,0.0006056168350127713,0.0005468044172709513,0.00044176370653754843
0.05166666666666667,0.0006075799417333256,0.0005485768835636869,0.00044319568340982695
0.052000000000000005,0.0006095367259997187,0.0005503436413858791,0.0004446230484043915
0.05233333333333334,0.0006114872485082916,0.0005521047455395501,0.0004460458457958377
0.052666666666666674,0.0006134315689904018,0.00055386024995545,0.0004474641191548598
0.053000000000000005,0.0006153697462337672,0.0005556102077123276,0.0004488779113638194
0.053333333333333344,0.0006173018381032054,0.0005573546710556556,0.00045028726463187393
0.053666666666666675,0.0006192279015607914,0.0005590936914158309,0.00045169222050968024
0.054000000000000006,0.0006211479926854518,0.0005608273194258661,0.0004530928199036881
0.05433333333333334,0.0006230621666920171,0.0005625556049385916,0.00045448910309003703
0.054666666666666676,0.0006249704779497476,0.0005642785970433815,0.0004558811097280701
0.05500000000000001,0.0006268729800003514,0.0005659963440824236,0.00045726887887347745
0.05533333333333334,0.000628769725575513,0.0005677088936665441,0.0004586524489910823
0.05566666666666668,0.0006306607666139467,0.0005694162926906059,0.00046003185796728
0.05600000000000001,0.000632546154277991,0.000571118587348491,0.00046140714312214326
0.05633333333333334,0.0006344259389697594,0.0005728158231476834,0.0004627783412212032
0.05666666666666667,0.0006363001703468622,0.0005745080449234635,0.0004641454884869169
0.05700000000000001,0.0006381688973377117,0.0005761952968527275,0.00046550862060983257
0.05733333333333334,0.0006400321681564262,0.0005778776224674433,0.0004668677727594607
0.05766666666666667,0.0006418900303173439,0.0005795550646677562,0.00046822297959486114
0.05800000000000001,0.0006437425306491609,0.0005812276657347527,0.00046957427527495593
0.05833333333333334,0.0006455897153087018,0.0005828954673428947,0.00047092169346857495
0.05866666666666667,0.0006474316297943403,0.0005845585105721359,0.0004722652673642439
0.05900000000000001,0.0006492683189590731,0.000586216835919727,0.0004736050296797228
0.05933333333333334,0.000651099827023265,0.0005878704833117226,0.0004749410126713016
0.05966666666666667,0.0006529261975870708,0.0005895194921141969,0.0004762732481428616
0.060000000000000005,0.0006547474736425453,0.0005911639011441774,0.00047760176745470924
0.06033333333333334,0.0006565636975854517,0.0005928037486803075,0.0004789266015321894
0.060666666666666674,0.0006583749112267763,0.0005944390724732412,0.0004802477808740847
0.061000000000000006,0.0006601811558039584,0.0005960699097557849,0.0004815653355608076
0.061333333333333344,0.0006619824719918463,0.0005976962972527868,0.00048287929526239117
0.061666666666666675,0.0006637788999133827,0.0005993182711907872,0.0004841896892462849
0.062000000000000006,0.0006655704791500337,0.0006009358673074326,0.00048549654638496063
0.062333333333333345,0.0006673572487519637,0.0006025491208606636,0.0004867998951633357
0.06266666666666668,0.0006691392472479667,0.0006041580666376811,0.00048809976368601626
0.06300000000000001,0.0006709165126551592,0.0006057627389636994,0.0004893961796843691
0.06333333333333334,0.0006726890824884445,0.0006073631717104892,0.0004906891705234237
0.06366666666666668,0.0006744569937697513,0.0006089593983047206,0.0004919787632086124
0.064,0.0006762202830370553,0.0006105514517361085,0.000493264984392351
0.06433333333333334,0.0006779789863531909,0.0006121393645653675,0.0004945478603804658
0.06466666666666668,0.0006797331393144558,0.0006137231689319821,0.0004958274171384707
0.065,0.0006814827770590172,0.0006153028965617961,0.0004971036802976994
0.06533333333333334,0.0006832279342751255,0.0006168785787744283,0.0004983766751612957
0.06566666666666668,0.0006849686452091368,0.0006184502464905167,0.0004996464267100667
0.066,0.0006867049436733546,0.000620017930238798,0.0005009129596082021
0.06633333333333334,0.0006884368630536937,0.0006215816601630274,0.0005021762982088648
0.06666666666666668,0.0006901644363171686,0.0006231414660287402,0.0005034364665596534
0.067,0.0006918876960192167,0.000624697377229863,0.0005046934884079439
0.06733333333333334,0.0006936066743108555,0.0006262494227951767,0.0005059473872061104
0.06766666666666668,0.000695321402945681,0.0006277976313946353,0.0005071981861166305
0.068,0.0006970319132867124,0.0006293420313455446,0.0005084459080170775
0.06833333333333334,0.0006987382363130845,0.0006308826506186066,0.0005096905755050026
0.06866666666666668,0.0007004404026265939,0.0006324195168438282,0.0005109322109027099
0.069,0.0007021384424581024,0.000633952657316304,0.0005121708362619268
0.06933333333333334,0.0007038323856738015,0.0006354820990018723,0.0005134064733683749
0.06966666666666668,0.0007055222617813416,0.0006370078685426482,0.0005146391437462391
0.07,0.0007072080999358286,0.0006385299922624386,0.0005158688686625434
0.07033333333333334,0.0007088899289456931,0.0006400484961720419,0.0005170956691314314
0.07066666666666667,0.0007105677772784344,0.0006415634059744325,0.0005183195659183562
0.07100000000000001,0.0007122416730662421,0.0006430747470698384,0.0005195405795441811
0.07133333333333335,0.0007139116441114998,0.0006445825445607094,0.0005207587302891944
0.07166666666666667,0.0007155777178921726,0.0006460868232565814,0.0005219740381970393
0.07200000000000001,0.0007172399215670826,0.0006475876076788401,0.0005231865230785619
0.07233333333333335,0.000718898281981074,0.0006490849220653841,0.000524396204515579
0.07266666666666667,0.0007205528256700717,0.0006505787903751918,0.0005256031018645678
0.07300000000000001,0.0007222035788660353,0.0006520692362927959,0.0005268072342602801
0.07333333333333335,0.0007238505675018116,0.0006535562832326626,0.0005280086206192812
0.07366666666666667,0.0007254938172158874,0.0006550399543434847,0.0005292072796434175
0.07400000000000001,0.0007271333533570473,0.0006565202725123854,0.0005304032298232136
0.07433333333333335,0.0007287692009889343,0.0006579972603690376,0.0005315964894411992
0.07466666666666667,0.0007304013848945212,0.0006594709402897002,0.0005327870765751712
0.07500000000000001,0.0007320299295804916,0.0006609413344011733,0.0005339750091013883
0.07533333333333335,0.000733654859281532,0.0006624084645846744,0.0005351603046977027
0.07566666666666667,0.00073527619796454,0.0006638723524796374,0.0005363429808466298
0.07600000000000001,0.000736893969332749,0.000665333019487437,0.0005375230548383564
0.07633333333333334,0.0007385081968297707,0.0006667904867750381,0.0005387005437736897
0.07666666666666667,0.0007401189036435594,0.0006682447752785762,0.0005398754645669494
0.07700000000000001,0.0007417261127102979,0.0006696959057068641,0.0005410478339488014
0.07733333333333334,0.0007433298467182078,0.0006711438985448346,0.0005422176684690385
0.07766666666666668,0.0007449301281112875,0.0006725887740569132,0.0005433849844993055
0.07800000000000001,0.0007465269790929758,0.0006740305522903273,0.0005445497982357728
0.07833333333333334,0.0007481204216297462,0.0006754692530783513,0.0005457121257017579
0.07866666666666668,0.0007497104774546332,0.00067690489604349,0.0005468719827502974
0.07900000000000001,0.0007512971680706903,0.000678337500600601,0.0005480293850666694
0.07933333333333334,0.0007528805147543827,0.0006797670859599578,0.000549184348170869
0.07966666666666668,0.0007544605385589158,0.0006811936711302556,0.0005503368874200353
0.08000000000000002,0.0007560372603175019,0.0006826172749215603,0.0005514870180108348
0.08033333333333334,0.000757610700646565,0.0006840379159482019,0.0005526347549817992
