time_s,relative_density,linear_shrinkage
0.0,0.6,0.0
18.045112781954888,0.9734081695869112,0.1489558557144509
36.090225563909776,0.9982321863546877,0.15606973755206743
54.13533834586467,0.9998824763530292,0.15653429101500738
72.18045112781955,0.9999921869900443,0.1565651381042058
90.22556390977444,0.9999994804248814,0.15656718862265773
108.27067669172934,0.9999999654555687,0.15656732498628334
126.31578947368422,0.9999999977632956,0.15656733406941425
144.3609022556391,0.99999999978483,0.15656733463775696
162.406015037594,0.9999999999732535,0.15656733469073114
180.45112781954887,1.000000000574867,0.1565673348598713
198.49624060150376,0.9999999995759881,0.15656733457904226
216.54135338345867,0.9999999994712412,0.15656733454959326
234.58646616541355,0.9999999997174578,0.15656733461881567
252.63157894736844,1.0000000001531457,0.1565673347413068
270.6766917293233,1.0000000007764591,0.15656733491654773
288.7218045112782,0.99999999945139,0.15656733454401217
306.7669172932331,0.9999999994779749,0.15656733455148641
324.812030075188,0.9999999996445672,0.15656733459832295
342.8571428571429,0.9999999998699879,0.1565673346616986
360.90225563909775,1.0000000006865022,0.15656733489125685
378.94736842105266,0.999999999924677,0.15656733467707418
396.9924812030075,0.9999999997197762,0.15656733461946748
415.0375939849624,0.9999999996779884,0.1565673346077191
433.08270676691734,0.9999999996827875,0.15656733460906824
451.1278195488722,1.0000000005054286,0.15656733484034913
469.1729323308271,1.0000000001675917,0.15656733474536821
487.21804511278197,0.999999999929136,0.15656733467832773
505.2631578947369,0.9999999998340896,0.156567334651606
523.3082706766918,0.999999999535484,0.15656733456765481
541.3533834586466,1.0000000001721545,0.15656733474665097
559.3984962406015,1.0000000002743168,0.15656733477537332
577.4436090225564,1.0000000000979525,0.15656733472578954
595.4887218045113,1.0000000000232934,0.15656733470479955
613.5338345864662,0.9999999995189174,0.1565673345629972
631.578947368421,0.9999999997717165,0.15656733463407013
649.624060150376,1.0000000002151328,0.15656733475873408
667.6691729323309,1.0000000001823188,0.15656733474950868
685.7142857142858,1.000000000196598,0.15656733475352325
703.7593984962406,0.99999999970703,0.156567334615884
721.8045112781955,0.9999999993789798,0.15656733452365446
739.8496240601504,1.000000000015917,0.15656733470272577
757.8947368421053,1.0000000001663767,0.1565673347450266
775.9398496240602,1.0000000003104925,0.15656733478554397
793.984962406015,1.0000000000084321,0.15656733470062145
812.0300751879699,0.9999999991109827,0.15656733444830873
830.0751879699249,0.9999999997370405,0.15656733462432126
848.1203007518798,1.0000000000537599,0.15656733471336504
866.1654135338347,1.000000000335626,0.1565673347926101
884.2105263157895,1.0000000003143594,0.1565673347866311
902.2556390977444,0.9999999991171715,0.15656733445004867
920.3007518796993,0.9999999994426185,0.15656733454154614
938.3458646616542,1.0000000001390879,0.1565673347373545
956.390977443609,1.0000000001667255,0.15656733474512474
974.4360902255639,1.000000000219956,0.1565673347600901
992.4812030075188,1.000000000105555,0.15656733472792694
1010.5263157894738,0.9999999992899453,0.15656733449862303
1028.5714285714287,0.9999999998676363,0.15656733466103745
1046.6165413533836,1.000000000581525,0.15656733486174312
1064.6616541353385,1.0000000001211113,0.15656733473230056
1082.7067669172932,1.0000000000005942,0.15656733469841777
1100.751879699248,0.9999999998924141,0.15656733466800354
1118.796992481203,0.9999999994985006,0.15656733455725713
1136.842105263158,1.000000000126244,0.1565673347337435
1154.8872180451128,1.0000000002589142,0.156567334771043
1172.9323308270677,1.0000000001079776,0.15656733472860807
1190.9774436090227,1.000000000081758,0.15656733472123652
1209.0225563909776,0.9999999995782991,0.15656733457969207
1227.0676691729325,0.9999999996757437,0.15656733460708794
1245.1127819548872,1.0000000001747136,0.1565673347473705
1263.157894736842,1.0000000001736513,0.15656733474707185
1281.203007518797,1.0000000002336054,0.1565673347639276
1299.248120300752,0.9999999997886285,0.15656733463882488
1317.2932330827068,0.9999999992983051,0.15656733450097327
1335.3383458646617,0.9999999999596898,0.15656733468691775
1353.3834586466166,1.0000000001353573,0.15656733473630569
1371.4285714285716,1.0000000003200669,0.1565673347882357
1389.4736842105265,1.0000000001000822,0.15656733472638829
1407.5187969924812,0.9999999990659876,0.1565673344356585
1425.563909774436,0.9999999996803012,0.15656733460836925
1443.609022556391,1.0000000000103777,0.15656733470116835
1461.654135338346,1.0000000003196285,0.15656733478811247
1479.6992481203008,1.0000000003911942,0.1565673348082327
1497.7443609022557,0.9999999991363763,0.1565673344554479
1515.7894736842106,0.9999999994408276,0.15656733454104266
1533.8345864661655,0.9999999998289497,0.15656733465016104
1551.8796992481205,1.0000000002228167,0.15656733476089435
1569.9248120300751,1.0000000005908969,0.15656733486437802
1587.96992481203,0.9999999994791644,0.1565673345518208
1606.015037593985,0.999999999380893,0.15656733452419247
1624.0601503759399,0.9999999996489967,0.15656733459956818
1642.1052631578948,1.0000000000418054,0.15656733471000417
1660.1503759398497,1.0000000006495684,0.15656733488087315
1678.1954887218046,1.0000000000376963,0.15656733470884887
1696.2406015037595,0.9999999988396174,0.15656733437201598
1714.2857142857144,0.9999999993649149,0.15656733451970029
1732.3308270676694,0.9999999998340412,0.15656733465159245
1750.375939849624,1.0000000001375051,0.15656733473690954
1768.421052631579,1.0000000004837415,0.1565673348342519
1786.4661654135339,0.9999999999158823,0.1565673346746016
1804.5112781954888,0.9999999988800161,0.15656733438337378
1822.5563909774437,0.9999999997813005,0.15656733463676464
1840.6015037593986,1.0000000000950005,0.15656733472495965
1858.6466165413535,1.000000000172231,0.1565673347466725
1876.6917293233084,1.000000000282367,0.15656733477763662
1894.7368421052633,0.9999999998381506,0.15656733465274775
1912.781954887218,0.9999999992060181,0.15656733447502735
1930.827067669173,0.9999999998957592,0.156567334668944
