x,t,residual_from_stated_PDE,trial_T,exact_T
0.25,0.1,-0.07900900321904834,0.6363961030678927,0.6406515111257991
0.5,0.1,-0.11173560390195769,0.9,0.9060180557889229
0.75,0.1,-0.07900900321904834,0.6363961030678928,0.6406515111257992
